INFO      ::     INPUT       Input schedule: [(400, 'T'), (600, 'h'), (680, 'i'), (750, 's'), (900, ' '), (1000, 'i'), (1100, 's'), (1250, ' '), (1300, 'a'), (1430, ' '), (1500, 'w'), (1600, 'a'), (2000, 'y'), (2200, '\x00')]
INFO      ::     INSTR       Processing JEQ ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: [84]
DEBUG     ::     SYSTEM      ControlUnit: time=434, instructions executed=139, interruption = True
INFO      ::     INSTR       Processing SAVE ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=440, instructions executed=140, interruption = True
INFO      ::     INSTR       Processing RETURN
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=443, instructions executed=140, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=446, instructions executed=141, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=449, instructions executed=142, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=452, instructions executed=143, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=455, instructions executed=144, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=458, instructions executed=145, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=461, instructions executed=146, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=464, instructions executed=147, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=467, instructions executed=148, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=470, instructions executed=149, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=473, instructions executed=150, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=476, instructions executed=151, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=479, instructions executed=152, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=482, instructions executed=153, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=485, instructions executed=154, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=488, instructions executed=155, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=491, instructions executed=156, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=494, instructions executed=157, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=497, instructions executed=158, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=500, instructions executed=159, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=503, instructions executed=160, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=506, instructions executed=161, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=509, instructions executed=162, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=512, instructions executed=163, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=515, instructions executed=164, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=518, instructions executed=165, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=521, instructions executed=166, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=524, instructions executed=167, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=527, instructions executed=168, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=530, instructions executed=169, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=533, instructions executed=170, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=536, instructions executed=171, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=539, instructions executed=172, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=542, instructions executed=173, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=545, instructions executed=174, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=548, instructions executed=175, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=551, instructions executed=176, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=554, instructions executed=177, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=557, instructions executed=178, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=560, instructions executed=179, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=563, instructions executed=180, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=566, instructions executed=181, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=569, instructions executed=182, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=572, instructions executed=183, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=575, instructions executed=184, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=578, instructions executed=185, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=581, instructions executed=186, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=584, instructions executed=187, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=587, instructions executed=188, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=590, instructions executed=189, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=593, instructions executed=190, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=596, instructions executed=191, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=599, instructions executed=192, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Processing Interruption: INPUT
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=607, instructions executed=193, interruption = True
INFO      ::     INSTR       Processing READ ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: [104]
DEBUG     ::     SYSTEM      ControlUnit: time=612, instructions executed=194, interruption = True
INFO      ::     INSTR       Processing DUPLICATE
DEBUG     ::     SYSTEM      Data stack: [104, 104]
DEBUG     ::     SYSTEM      ControlUnit: time=617, instructions executed=195, interruption = True
INFO      ::     INSTR       Processing PUSH VALUE 0
DEBUG     ::     SYSTEM      Data stack: [104, 104, 0]
DEBUG     ::     SYSTEM      ControlUnit: time=621, instructions executed=196, interruption = True
INFO      ::     INSTR       Processing COMPARE
DEBUG     ::     ALU         Comparing 104 and 0
DEBUG     ::     SYSTEM      Data stack: [104, 1]
DEBUG     ::     SYSTEM      ControlUnit: time=628, instructions executed=197, interruption = True
INFO      ::     INSTR       Processing JEQ ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: [104]
DEBUG     ::     SYSTEM      ControlUnit: time=633, instructions executed=198, interruption = True
INFO      ::     INSTR       Processing SAVE ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=639, instructions executed=199, interruption = True
INFO      ::     INSTR       Processing RETURN
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=642, instructions executed=199, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=645, instructions executed=200, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=648, instructions executed=201, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=651, instructions executed=202, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=654, instructions executed=203, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=657, instructions executed=204, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=660, instructions executed=205, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=663, instructions executed=206, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=666, instructions executed=207, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=669, instructions executed=208, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=672, instructions executed=209, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=675, instructions executed=210, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=678, instructions executed=211, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Processing Interruption: INPUT
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=686, instructions executed=212, interruption = True
INFO      ::     INSTR       Processing READ ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: [105]
DEBUG     ::     SYSTEM      ControlUnit: time=691, instructions executed=213, interruption = True
INFO      ::     INSTR       Processing DUPLICATE
DEBUG     ::     SYSTEM      Data stack: [105, 105]
DEBUG     ::     SYSTEM      ControlUnit: time=696, instructions executed=214, interruption = True
INFO      ::     INSTR       Processing PUSH VALUE 0
DEBUG     ::     SYSTEM      Data stack: [105, 105, 0]
DEBUG     ::     SYSTEM      ControlUnit: time=700, instructions executed=215, interruption = True
INFO      ::     INSTR       Processing COMPARE
DEBUG     ::     ALU         Comparing 105 and 0
DEBUG     ::     SYSTEM      Data stack: [105, 1]
DEBUG     ::     SYSTEM      ControlUnit: time=707, instructions executed=216, interruption = True
INFO      ::     INSTR       Processing JEQ ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: [105]
DEBUG     ::     SYSTEM      ControlUnit: time=712, instructions executed=217, interruption = True
INFO      ::     INSTR       Processing SAVE ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=718, instructions executed=218, interruption = True
INFO      ::     INSTR       Processing RETURN
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=721, instructions executed=218, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=724, instructions executed=219, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=727, instructions executed=220, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=730, instructions executed=221, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=733, instructions executed=222, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=736, instructions executed=223, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=739, instructions executed=224, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=742, instructions executed=225, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=745, instructions executed=226, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=748, instructions executed=227, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Processing Interruption: INPUT
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=756, instructions executed=228, interruption = True
INFO      ::     INSTR       Processing READ ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: [115]
DEBUG     ::     SYSTEM      ControlUnit: time=761, instructions executed=229, interruption = True
INFO      ::     INSTR       Processing DUPLICATE
DEBUG     ::     SYSTEM      Data stack: [115, 115]
DEBUG     ::     SYSTEM      ControlUnit: time=766, instructions executed=230, interruption = True
INFO      ::     INSTR       Processing PUSH VALUE 0
DEBUG     ::     SYSTEM      Data stack: [115, 115, 0]
DEBUG     ::     SYSTEM      ControlUnit: time=770, instructions executed=231, interruption = True
INFO      ::     INSTR       Processing COMPARE
DEBUG     ::     ALU         Comparing 115 and 0
DEBUG     ::     SYSTEM      Data stack: [115, 1]
DEBUG     ::     SYSTEM      ControlUnit: time=777, instructions executed=232, interruption = True
INFO      ::     INSTR       Processing JEQ ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: [115]
DEBUG     ::     SYSTEM      ControlUnit: time=782, instructions executed=233, interruption = True
INFO      ::     INSTR       Processing SAVE ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=788, instructions executed=234, interruption = True
INFO      ::     INSTR       Processing RETURN
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=791, instructions executed=234, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=794, instructions executed=235, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=797, instructions executed=236, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=800, instructions executed=237, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=803, instructions executed=238, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=806, instructions executed=239, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=809, instructions executed=240, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=812, instructions executed=241, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=815, instructions executed=242, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=818, instructions executed=243, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=821, instructions executed=244, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=824, instructions executed=245, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=827, instructions executed=246, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=830, instructions executed=247, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=833, instructions executed=248, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=836, instructions executed=249, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=839, instructions executed=250, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=842, instructions executed=251, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=845, instructions executed=252, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=848, instructions executed=253, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=851, instructions executed=254, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=854, instructions executed=255, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=857, instructions executed=256, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=860, instructions executed=257, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=863, instructions executed=258, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=866, instructions executed=259, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=869, instructions executed=260, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=872, instructions executed=261, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=875, instructions executed=262, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=878, instructions executed=263, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=881, instructions executed=264, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=884, instructions executed=265, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=887, instructions executed=266, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=890, instructions executed=267, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=893, instructions executed=268, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=896, instructions executed=269, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=899, instructions executed=270, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     INTER       Processing Interruption: INPUT
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=907, instructions executed=271, interruption = True
INFO      ::     INSTR       Processing READ ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: [32]
DEBUG     ::     SYSTEM      ControlUnit: time=912, instructions executed=272, interruption = True
INFO      ::     INSTR       Processing DUPLICATE
DEBUG     ::     SYSTEM      Data stack: [32, 32]
DEBUG     ::     SYSTEM      ControlUnit: time=917, instructions executed=273, interruption = True
INFO      ::     INSTR       Processing PUSH VALUE 0
DEBUG     ::     SYSTEM      Data stack: [32, 32, 0]
DEBUG     ::     SYSTEM      ControlUnit: time=921, instructions executed=274, interruption = True
INFO      ::     INSTR       Processing COMPARE
DEBUG     ::     ALU         Comparing 32 and 0
DEBUG     ::     SYSTEM      Data stack: [32, 1]
DEBUG     ::     SYSTEM      ControlUnit: time=928, instructions executed=275, interruption = True
INFO      ::     INSTR       Processing JEQ ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: [32]
DEBUG     ::     SYSTEM      ControlUnit: time=933, instructions executed=276, interruption = True
INFO      ::     INSTR       Processing SAVE ADDRESS 1
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=939, instructions executed=277, interruption = True
INFO      ::     INSTR       Processing RETURN
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=942, instructions executed=277, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=945, instructions executed=278, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=948, instructions executed=279, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=951, instructions executed=280, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
DEBUG     ::     SYSTEM      ControlUnit: time=954, instructions executed=281, interruption = False
INFO      ::     INSTR       Processing JUMP ADDRESS 0
DEBUG     ::     SYSTEM      Data stack: []
